event_id,news,tags,event_score
35,"ISLAMABAD: The Pakistan Muslim League-Nawaz (PML-N) leader and former prime minister (PM) Shahid Khaqan Abbasi, on Friday, said the International Monetary Fund (IMF) had termed the PTI governmentÃ¢Â€Â™s claims as Ã¢Â€ÂœliesÃ¢Â€Â with regards to data on government guarantees in 2016.Talking to reporters, after appearing before Accountability Court-II Muhammad Azam Khan in Liquefied Natural Gas (LNG) case, he said that no one knew about the agreements made with the IMF.Ã¢Â€ÂœIMF has stated in its report that the government of Pakistan is telling a lie,Ã¢Â€Â he said, while referring to the recent IMF report.When he was asked that according to the IMF the misreported data was related to financial year 2016, which was in the tenure of the PML-N, he said the matter related to the IMFÃ¢Â€Â™s claims regarding inaccurate figures should be investigated.  Ã¢Â€ÂœIf anything was committed wrong in the past, it cannot become a justification for doing wrong today,Ã¢Â€Â he added.He said the National Accountability Bureau (NAB) had become an institution of politics and an institution of accountability. Its clear example was todayÃ¢Â€Â™s appearance of the PML-N vice president, Maryam Nawaz, before the NAB. About postponement of MaryamÃ¢Â€Â™s appearance in money laundering and illegal acquisition of land case by the NAB due to the Covid-19, he said that was there no Covid-19 yesterday?  Was there no Covid-19 the day before yesterday, he asked.  Why did the NAB suddenly think about the coronavirus?  He said that those were revengeful activities which flared up people. Ã¢Â€ÂœSupreme Court had said that the NAB was committing political engineering,Ã¢Â€Â he said.He said the justice system and affairs of courts were not encouraging. Ã¢Â€ÂœIf the justice system remains like what we see then how the country will progress,Ã¢Â€Â he asked, adding the National Accountability Bureau (NAB) should tell what it wanted to do with that country.The PML-N leader said the Ã¢Â€ÂœCourts should be respected but when courts fail to provide justice and accountability, institutions become political institutions.Ã¢Â€ÂHe said Ã¢Â€Âœwe were thankful that the countryÃ¢Â€Â™s prime minister presided over a high-level meeting during isolation as he tested positive for the Covid-19,Ã¢Â€Â and discussed the appearance of Maryam in that meeting.Abbasi said Pakistan was one of the only countries in the world that had so far not purchased a single vaccine of coronavirus. He said that according to the Broadsheet Commission the files of Broadsheet were missing from the NAB. About Kashmir, Abbasi said the whole world was talking about an alleged Ã¢Â€ÂœdealÃ¢Â€Â between Pakistan and India, Ã¢Â€Âœbut the parliament has not been informed about it.Ã¢Â€Â Ã¢Â€ÂœHave we backtracked from our principled position on Kashmir?Ã¢Â€Â he asked. He maintained that the alleged Ã¢Â€ÂœdealÃ¢Â€Â on Kashmir was talk of the town.About inflation, he said that sugar prices had risen up to Rs110 per kg. Electricity was most expensive in Pakistan compared to the other countries in the world, he said, adding the price of electricity would be increased up to Rs35 per unit next month. He said the government was burdening the people to meet its expenses.Regarding the long march, he said the long march would be held after a final decision. After he left the court, a NAB witness Amir Haider Malik, in another corruption case, caused panic in the same court, when he told the court recording his statement immediately as he had tested positive for the Covid-19. The disclosure of the witness caused panic in the courtroom. Accountability Court-II Judge Azam Khan, lawyers, and others vacated the courtroom quickly after the removal of the Covid-19 infected witness.The courtroom was then cleaned with a disinfectant, while the Covid-19 infected witness was asked to leave the courtroom immediately. Later, the Accountability Court-II judge cross examined the witness, Abdur Rasheed in the LNG case in the Accountability Court-I room. The defence counsel did not complete cross examination, and will continue it, during the next hearing to be held on March 30.Copyright Business Recorder, 2021",['The price of electricity would be increased up to Rs35 per unit next month'],2
36,"ISLAMABAD: Weekly inflation for the combined group in the period ended on March 25 slightly increased by 0.61 per cent on the back of uptick in prices of essential food items, data released by the Pakistan Bureau of Statistics (PBS) on Friday showed.The week-on-week increase in inflation was noticed after a drop for the past second consecutive week. Since January, an upward movement in the prices of essential kitchen items was noted despite the governmentÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s claims that rates of consumer items were declining.The PBS calculates the Sensitive Price Index (SPI) based on the prices of 51 essential items from 50 markets across 17 cities of the country.For the lowest income group earning below Rs17,732 per month, the SPI increased by 0.52pc. For the group earning above Rs44,175, SPI recorded an increase of 0.61pc.This was mainly due to an increase in prices of food items including tomatoes 20.04pc, chicken 8.81pc, bread 1.64pc, bananas 1.55pc and wheat flour bag 1.01pc.The items whose priceeek included garlic, which recorded a decline of 8.12pc, onions 2.27pc, potatoes 1.98pc, pulse moong (0.54pc), rice basmati broken (0.28pc) and gur 0.20pc.Among non-food items, the price of LPG declined 0.66pc.Published in Dawn, March 27th, 2021","['Weekly inflation for the combined group in the period ended on March 25 slightly increased by 0.61 per cent', 'Increase in prices of essential food items including tomatoes 20.04pc, chicken 8.81pc, bread 1.64pc']",0
37,"KARACHI: The US dollar lost 42 paisas against the rupee on Friday in the inter-bank market as currency experts believe that the downward trend would continue and the greenback would soon reach the pre-Covid level.The dollar was traded at around Rs154.50 during the day but closed at Rs154.59 compared to Rs155.01 a day before.The greenback has depreciated 7.5 per cent against the rupee since August 2020.Market sources offer a number of reasons that include higher inflows compared to lower outflows as reflected from the current account surplus during the eight months of the current fiscal year.However, currency dealers in the inter-bank market said the depreciation was witnessed since the demand for dollars from importers had slowed down.Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½At the same time, exporters have been selling their dollar holdings in large numbers reducing prices and creating space for the local currency to acquire more against the greenback,Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ said Atif Ahmed, a currency dealer in the iess how far the dollar would depreciate but the coming months would see more inflow and more depreciation. During Ramazan and Eid season overseas Pakistanis used to send more money to their families and give Zakat to charity organisations.Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½The dollar buying in the open market has touched the lowest level and we have to deposit more than 90 per cent [of dollars] we buy from customers in banks,Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ said Malik Bostan, president of the Forex Association","['Dollar has depreciated 9.1 percent against the rupee since July 1, 2020', 'The dollar was traded at around Rs154.50 during the day but closed at Rs154.59 compared to Rs155.01 a day before', 'The greenback has depreciated 7.5 per cent against the rupee since August 2020', 'During Ramazan and Eid season overseas Pakistanis used to send more money to their families']",-1
38,"WASHINGTON: The International Monetary Fund (IMF), treasuries' department's currency values in terms of Special Drawing Rights (SDR).======================================================================================Mar 26, 2021======================================================================================                                Currency units per SDR           SDR per Currency unit======================================================================================Currency                        25-Mar-21      24-Mar-21      23-Mar-21      22-Mar-21======================================================================================Chinese yuan                     0.107648       0.107663       0.107669       0.107507Euro                             0.830351       0.830706       0.833086       0.834553Japanese yen                   0.00646187     0.00646691     0.00644073     0.00642586U.K. pound                       0.963853       0.963338        0.96587       0.970799U.S. dollar                      0.703568         0.7025       0.701074       0.699776Algerian dinar                 0.00524161     0.00523555     0.00524149     0.00522776Australian dollar                0.534712        0.53397       0.539827       0.540647Botswana pula                   0.0635322      0.0636465      0.0637977      0.0635397Brazilian real                   0.124351       0.126979       0.127596       0.126626Brunei dollar                    0.522439       0.522033       0.522955       0.521132Canadian dollar                  0.558122       0.559226       0.558091       0.559239Chilean peso                  0.000972652    0.000974855    0.000978525    0.000974673Colombian peso                0.000193547    0.000195692      0.0001973Czech koruna                    0.0316538      0.0316984       0.031802      0.0320073Danish krone                     0.111667       0.111714       0.112034       0.112232Indian rupee                   0.00968966     0.00966888      0.0096977     0.00966846Israeli New Shekel               0.212558       0.213202                      0.211861Korean won                    0.000620704    0.000622784    0.000619707    0.000618286Kuwaiti dinar                     2.32892        2.32539        2.32182        2.31752Malaysian ringgit                0.169964         0.1702       0.170329       0.170283Mauritian rupee                 0.0173523      0.0173214      0.0172977      0.0172698Mexican peso                    0.0338804      0.0337932      0.0339654      0.0340047New Zealand dollar                0.49102       0.491329       0.498534        0.50041Norwegian krone                                0.0817926      0.0818495      0.0823092Omani rial                        1.82983        1.82705        1.82334        1.81996Peruvian sol                                    0.188793       0.188664       0.188162Philippine peso                 0.0144526      0.0144529      0.0144301      0.0143768Polish zloty                     0.179239       0.179677       0.180941       0.180504Qatari riyal                     0.193288       0.192995       0.192603       0.192246Russian ruble                  0.00923632     0.00922479     0.00930318     0.00937931Saudi Arabian riyalSingapore dollar                 0.522439       0.522033       0.522955       0.521132South African rand              0.0471181      0.0475707      0.0472517Swedish krona                   0.0816422      0.0815239       0.081928      0.0817123Swiss franc                      0.752037       0.751257       0.754208       0.756801Thai baht                       0.0226279      0.0226489       0.022643      0.0226421Trinidadian dollar               0.103742       0.103653       0.103418       0.103413U.A.E. dirham                    0.191577       0.191287       0.190898       0.190545Uruguayan peso                  0.0158508      0.0158811      0.0158833      0.0158199======================================================================================NOTES(1) The value of the U.S. dollar in terms of the SDR is the recip rocal of the sum of the dollar values, based on market exchange rates, of specified quant ities of the first four currencies shown. See SDR Valuation.The value in terms of the SDR of each of the other currencies shown above is derived from that currency's representative exchange rate against the U.S. dollar as reported by the issuing central bank and the SDR value of the U.S. dollar, except for the Iranian rial and the Libyan dinar, the values of which are officially expressed directly in terms of domestic currency units per SDR. All figures are rounded to six significant digits. See Representative Exchange Rates for Selected Currencies.(2) The value in terms of each national currency of the SDR is the reciprocal of the value in terms of the SDR of each national currency, rounded to six significant digits.Copyright Business Recorder, 2021","['The value of the U.S. dollar in terms of the SDR is the reciprocal of the sum of the dollar values, based on market exchange rates', ""The value in terms of the SDR of each of the other currencies shown above is derived from that currency's representative exchange rate against the U.S. dollar""]",-10
39,"KARACHI: Pakistan Stock Exchange's Clearing Schedule for T+2 System================================================         CLEARING SCHEDULE FOR T+2 SYSTEM        FOR THE MONTHS OF MAR & APR 2021================================================TRANSACTION  TRANSACTION  SETTLEMENT  SETTLEMENT================================================01.04.2021    Thursday    05.04.2021      Monday02.04.2021    Friday      06.04.2021     Tuesday05.04.2021    Monday      07.04.2021   Wednesday06.04.2021    Tuesday     08.04.2021    Thursday07.04.2021    Wednesday   09.04.2021      Friday08.04.2021    Thursday    12.04.2021      Monday09.04.2021    Friday      13.04.2021     Tuesday12.04.2021**  Monday      15.04.2021**  Thursday13.04.2021**  Tuesday14.04.2021    Wednesday   16.04.2021      Friday15.04.2021    Thursday    19.04.2021      Monday16.04.2021    Friday      20.04.2021     Tuesday19.04.2021    Monday      21.04.2021    Wednesay20.04.2021    Tuesday     22.04.2021    Thursday21.04.2021    Wednesday   23.04.2021      Friday22.04.2021    Thursday    26.04.2021      Monday23.04.2021    Friday      27.04.2021     Tuesday26.04.2021    Monday      28.04.2021   Wednesday27.04.2021    Tuesday     29.04.2021    Thursday28.04.2021    Wednesday   30.04.2021      Friday29.04.2021    Thursday    03.03.2021      Monday30.04.2021    Friday      04.05.2021     Tuesday================================================Bank Holiday 1st Ramazan: Wednesday 14th April 2021 (Subject to sight of moon)** Due to Bank Holiday on April 14, 2021, settlement shall be merged on April 15th 2021 for trades of 12th and 13th April 2021.NOTES: If any necessity arises, the Pakistan Stock Exchange reserves the right to alter or vary the above dates. In case any settlement is postponed for whatsoever reasons, the same shall take place on the next working day.Copyright Business Recorder, 2021","['Bank Holiday 1st Ramazan: Wednesday 14th April 2021 (Subject to sight of moon)', 'Due to Bank Holiday on April 14, 2021, settlement shall be merged on April 15th 2021 for trades of 12th and 13th April 2021']",0
40,"EDITORIAL: It's no surprise really that Pakistan's habit of borrowing to survive has got so out of hand that even respected international financial institutions have started sounding the alarm. According to a report titled 'Developing Infrastructure in Central Asia, impacts and financing mechanisms' by the Asian Development Bank Institute (ABDI), Pakistan's external debt has now reached a level where any further borrowing seriously risks destabilising the whole economy. That, of course, is because requirements of debt servicing and interest payments prevent the country from using its resources for development of its infrastructure. And that brings us to the main problem about the debt that is clearly no longer sustainable. For we haven't just borrowed, and must now pay back, well above a hundred billion dollars just from external sources, but it's not very easy to see where all that money has gone.Surely none, or not very much, of it has gone into building any sort of infrastructure at all. With an energy crisis, a water crisis, and an economy in free-fall, Pakistan has the lowest development ranking in the region and stands at 110 out of 137 countries in terms of infrastructure. Over the years, this has led to declining business competitiveness, lower GDP growth and reduced tax revenue. The problem is now made much worse because debt repayment, along with things like defence spending and general administration, take up a lion's share of the budget and whatever money is urgently needed elsewhere is routinely cut from development spending. To make up for all this the government is forced to increase taxes on business and the general public, because there are always just too many feudal lords and industrial barons in parliament to allow any taxes to rise on the rich; and so we go round in circles.A depreciated rupee, whose fall was so widely celebrated as liberation of sorts from Ishaq Dar's tight control at about a hundred to the dollar, has also inflated interest payment in real terms. This is the kind of cocktail that spurs investors, both foreign and domestic one. They, therefore, do not hesitate to make a beeline for the exit lounge, delivering the economy a likely kiss of death because with the government's spending ability severely compromised, private money is very desperately needed to snap out of this vicious circle that has the country seeking fresh loans not just to stay above water and avoiding default on servicing and repayment of old loans all the time.This is indeed a very difficult situation to handle because it's not just a fiscal nightmare but also a national embarrassment that even the prime minister's kitchen runs on borrowed money, and therefore borrowed time. That brings us back to the question of just what these billions upon billions of dollars have been used for. Sadly, everybody knows that while the country was left locked in a cycle of borrow-to-survive and borrow-to-repay, a lot of people that signed on the dotted line also grew very rich in the years that the debt balloon was inflated. So, to cut a very long and unfortunate story short, the debt piled on, the country grew poorer, a few political families became very rich, and the rest of the people must now pay for it, figuratively as well as literally, for a number of generations. Sooner or later, the government will be forced to give infrastructure the kind of fiscal attention that it needs even after all the blessings that have come with the China Pakistan Economic Corridor (CPEC). But, again, before that it would have to find ways to create some additional fiscal space. Yet there's no easy way to expand its list of available options. And just when the good news about the G20 debt moratorium came after the bad news of the pandemic and the lockdowns, some disturbing news also came about some of the world's top ratings agencies downgrading the sovereign ratings of some of the countries that availed the facility. That is very bad news for Pakistan, of course, since we are also in line for it. No doubt the government understands very well that the only thing standing between long-term survival and possible sovereign default somewhere down the road is precisely the ability to build enough infrastructure to fuel growth and improve revenue in time. Such things take much time, though, so the sooner the official machinery springs into action the better.Copyright Business Recorder, 2021",['Pakistan has the lowest development ranking in the region and stands at 110 out of 137 countries in terms of infrastructure'],5
41,"LAHORE: A Pak-born American, close aide of US President Joe Biden and leader of the Democratic party, Tahir Javed, has said that there should be no hurry on withdrawal of US troops from Afghanistan as it would lead to another chaotic situation. He said Biden was working on attaining perpetual peace in Afghanistan through continuation of peace talks with the Taliban.He was addressing ""Meet the Press"" at Lahore Press Club on Saturday. It may be noted that President of Pakistan Dr Arif Alvi has also awarded him Pride of Performance on March 23, at Aiwan-e-Sadr.According to him, he has been in the US politics for a long period and contributing to the well-being of Pakistanis through the platform of Democrats. According to him, he has been assisting his party on the financial side, however, no new assignment has so far been given to him.He said 150 congressmen had condemned through resolutions the annexation of Kashmir by India. The majority of congressional leaders from Democrats have been advocating for the Kashmiris on account of the violation of human rights. Unfortunately, he said the internal situation including Corona has consumed much time of President Biden. After getting free from the internal issues, President Biden would take up the issue of Kashmir, he asserted.He said President Biden was in favour of balanced relations in terms of trade and people to people interaction. Biden is a man of words and would follow his commitment towards Pakistan.He added that he is working on enhancing trade between the two sides besides improving the status of Pakistanis in the US. He asserted that Pakistan's inclination towards China is unconditional. The CPEC is not an issue but still Pakistanis should keep in mind that 25% of the world's consumption is in the US. Prime Minister Imran Khan also understands it and there is a need to increase bilateral relations between Pakistan and the US, he added.Copyright Business Recorder, 2021","[""Pakistan's inclination towards China and CPEC""]",-2
42,"ISLAMABAD: The Rashakai Special Economic Zone Development and Operation Company (RSEZDOC) has started working to develop market, manage, and operate the flagship project of the Rashakai Economic Zone (REZ).The special purpose vehicle company has already registered with the Security and Exchange Commission of Pakistan (SECP) having five directors.The China Road Bridge Corporation (CRBC) has four directors out of five. Moving towards rapid industrialisation in the province, one Chinese state-owned Century Steel Company has been allotted 40 acres of land for steel production. The Chinese company has already started building infrastructure at Rashakai. The daily production of Century Steel will be 4,000 tons.Around 2,000 applications submitted by the Chinese and Pakistanis investors for industrial plots. No quota has been fixed to entertain or facilitate local or foreign investors; however, preference would be given to the investors who bring in the high-tech industry, export-oriented industry, and enhanced import substitution. Development work is delayed due to Covid-19.The Rashakai SEZ is the first step flagship project towards the province's sustainable development, which will create 200,000 employment opportunities and boost economic activities on a large scale.Two Chinese companies have already completed all the required agreements and one has been allotted plot for steel production.The provision of utilities such as electricity and gas for Rashakai is underway.Pakistan and China are exploring possibilities for convening a much-awaited Joint Cooperation Committee (JCC) under the CPEC framework by the end of the ongoing month. With regard to the SEZ at Rashakai, 10 megawatt electricity is available and transmission line is under construction.Copyright Business Recorder, 2021","['Rashakai SEZ will create 200,000 employment opportunities and boost economic activities']",1
43,"KARACHI: The Chairman of the National Business Group and President of Pakistan Businessmen and Intellectuals Forum, Mian Zahid Hussain, has welcomed Pakistan's re-entry into the $6-billion IMF programme. The development would improve confidence of the developed world and international institutions, but it would be at a cost, he said.Mian Zahid Hussain said that the process of reforms was underway for decades, but the focus was not national development but to please the lenders. He said that the IMF directives had damaged the economy before the pandemic, and it was feared that with the new development the people would have to face a new round of inflation, unemployment and business closures.He said that the economy and the people could not withstand the harsh IMF conditions which included cutting of developmental spending, reducing subsidies, increasing taxes and hiking power and gas tariffs. The so-called reforms would push many businesses into losses while withdrawal of corporate tax exemptions to the tune of Rs140 billion would hit confidence and new investments, he observed. He said that the IMF had never pushed Pakistan to reduce inefficiency and corruption but it had always targeted the poor.Copyright Business Recorder, 2021","['Increasing taxes and hiking power and gas tariffs', 'Withdrawal of corporate tax exemptions to the tune of Rs140 billion']",-2
44,"The National Command and Operation Centre (NCOC) on Sunday decided to ban wedding ceremonies from April 5 onwards in cities and districts where the positivity rate is above 8 per cent, as part of new restrictions to contain the third wave of the novel coronavirus in Pakistan. Federal Minister for Planning and Development Asad Umar chaired the session which was attended by the chief secretaries of all four provinces via video link. In the meeting, the NCOC decided the ban would extend to both indoor and outdoor weddings, however, ""provinces will be at liberty to implement restrictions in [an] early time frame as per the situation on ground"". Meanwhile, in a televised message, Prime Minister Imran Khan strongly urged the public to follow Covid-19 SOPs and the necessary precautions, cautioning that the third wave of the virus in Pakistan was ""more intense"" than the first two waves.The new set of restrictions comes as Pakistan finds itself in the grips of a third coronavirus wave. Pakistan recorded more than 4,000 cases for a third straight day on Sunday with 4,767 new coronavirus cases and 57 deaths in the last 24 hours. This marks the highest single-day increase since June 21, 2020, according to data collected by Dawn.com, when 4,916 cases were reported.   The current spike was again led by Punjab, Khyber Pakhtunkhwa and Islamabad with 2,823, 979 and 538 new cases, respectively.The country-wide breakdown of new cases is as follows:Punjab: 2,823Khyber Pakhtunkhwa: 979Islamabad: 538Sindh: 252Azad Jammu and Kashmir: 122Balochistan: 44Gilgit Baltistan: 9Umar said the decision to tighten restrictions was taken keeping in mind the ""continuing increase in disease spread and the fast pace at which hospital fill up is taking place"", particularly pointing to the increase in cases of critical Covid patients. He said the provincial chief secretaries had been instructed to ensure compliance of Covid-19 standard operating procedures (SOPs) and urged people to ""cooperate with the administration as they are enforcing these SOPs for safeguarding us"".   Along with weddings, all kinds of indoor and outdoor gatherings were also banned with immediate effect. This order includes all social, cultural, political, sports gatherings and other events.Options were also considered to restrict inter-provincial transport but the final decision on this will be taken after ""input from provinces and analysis of data regarding number of inter-provincial commuters via air, rail and road"".Additionally, provinces were urged to ensure timely completion of inoculation targets set by the NCOC and timely uploading and registering of data in the National Immunisation Management System Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ an online portal that serves as the Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½brainÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ of the vaccination process.The NCOC will""enforcement of expanded lockdowns with effect from March 29 (Monday)"". Prime minister's messagePrime Minister Imran in his message highlighted the grave situation facing the country, and recalled his own experience with the virus.""I took care for one whole year, didn't go to any wedding or eat at any restaurant, kept my social distancing and mostly wore a mask so I was protected. When the first two waves and peaks of Covid came, I was among those Pakistanis who managed to avoid this disease. ""When the Senate election came, [however], I didn't take the care that I should have and I contracted the disease as well,"" he said.           View this post on Instagram            A post shared by Churail Sarwat (@sarwatg) The prime minister said he could not emphasise enough the need for the people to take precautions because ""this third peak which has come is more intense than the first two peaks."" Imran reiterated that the country could not afford to close down businesses and the economy or lock down people and continue to feed them, citing a lack of resources.But the public could help avoid a catastrophic scenario by wearing masks and avoiding public gatherings or enclosed spaces, the premier stressed.""Half of our hospitals are filled, patients are increasing in the hospitals [and] are going on ventilators and oxygen,"" he said, noting that the infection rise seen in the third wave was due to the British variant of the virus which had caused cases to increase in Lahore, Islamabad and Peshawar. Prime Minister Imran also pointed out that the world was facing a vaccine shortage and Pakistan was now being told it wouldn't be able to get the vaccines it had earlier been assured of due to shortages in vaccine producing countries. ""God had mercy on me and my wife, but because I've passed through this, let me tell you that this is such a disease that if it spreads to your chest then it is a very dangerous disease. That is why I'm urging you to take full precautions regarding it.""Umar had warned yesterday after a session of the NCOC that Pakistan's coronavirus situation could soon cross levels seen during the first wave in June last year. ""If the increase continues at this rate, then in the next few days or next week, we will go beyond the level and peak we saw in the first wave in June and you all must remember what the situation was at the time,"" he had said. The federal minister had appealed to the people, sections of society, religious scholars and the media to play their role in containing the pandemic and also called upon the political leadership for help. ""It is my request to all the political leadership Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ whether ours or the opposition Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ that this is the time to show leadership and spread this message that we have to once again combat this d""",['Enforcement of expanded lockdowns with effect from March 29'],-2
45,"KARACHI: Sir Syed University of Engineering & Technology (SSUET) organized its 24th Convocation with traditional zeal that was attended by a large number of educationists, scholars, dignitaries including faculty and students. Governor Sindh, Imran Ismail was the chief guest of the event who participated in the convocation with his message to the students.On this memorable occasion around more than 1100 degrees were awarded to the pass-outs of BS and MS programme. Position holders were awarded with gold, silver and bronze medals for securing highest marks in the respective disciplines. Rehan Shams and Ali Akber Siddiqui received degrees of Doctor of Philosophy in Electronic Engineering.Addressing the graduates at 24th SSUET Convocation Governor Sindh, Imran Ismail said that the 40 percent of the students leave their homeland for better opportunities after graduation. However, today Pakistan also has many opportunities and graduates don't need to go abroad for better prospects. Prime Minister's Kamyab Nojawan programme not only provides them jobs but also give them chance to be the jobs providers. Only those achieve high targets who have big dreams and think high.Speaking on the occasion, Chancellor of Sir Syed University of Engineering & Technology, Jawaid Anwar said that the Convocation is culmination of your tireless efforts with feeling of accomplishment in life. It is a glorious occasion to cherish. It is a moment to rejoice an important landmark that gives recognition to the efforts, support and sacrifices of your parents, guardians, whether in the form of devotion of time and energy for your studies or financing studies or accumulation of responsibilities in your journey in pursuit of education.Chancellor Jawaid Anwar pointed out that although the whole social and cultural structure has changed into a new mode of routine life due to Covid-19, yet Sir Syed University successfully endeavoured not to let the situation affect the academic activities, maintaining quality performance in the crucial period of corona.He said the concept of social reforms of Sir Syed Ahmed Khan was based upon acquisition of modern scientific education. The key ingredients of this concept were proper upbringing, character building, tolerance and coexistence. Aligarh Muslim University proved to be the laboratory where these concepts were experimented, which produced students who possessed the above traits.Regarding construction of SSUET New Campus, Chancellor Jawaid Anwar said that the construction of the new campus of Sir Syed University will commence with the construction of the mosque at 200 acres Land of Sir Syed University at Education City.Appreciating the efforts made by the graduates for achieving the honour, Vice Chancellor Prof Dr Vali Uddin said that the innovation and emerging technologies together can open up new vistas of development and prosperity for Pakistan. Sir Syed University has always endeavoured to be progressive, responsive to advancement in science, engineering and technology or business management. These days there is more focus on innovation and research. It is now necessary to figure out the new demands according to the global changes, and to update the students with new academic environment.He pointed out that Sir Syed University has been selected by HEC to be part of the World Bank funded Higher Education Data Repository - Piloting Phase Project for its exclusive performance of Online Readiness Report and timely submission of Higher Education Statistical (HES) Data.Presenting progress report of Sir Syed University, Vice Chancellor Prof Dr Vali Uddin said that Sir Syed University as an important partner with Ministry of Information and IdeaGist established National Ideas Bank, inaugurated by the President Arif Alvi, to encourage all Pakistanis to innovate and develop new ideas that can solve problems faced by the citizens. The university in collaboration with Health and Social Welfare Association is preparing fully automatic prosthetic limbs. The university has signed 60 MoUs from 2016 to date with national and international organizations of different countries like China, Indonesia, Turkey, Syria and European Union. Advisory Board has been established to upgrade the syllabus and labs. The university has also joined hands with the Healthcare and Social Welfare Association (HASWA) for producing prosthetic limbs at a low cost. The university is to provide technical and strategic support for the production of automatic limbs of high quality with lower cost.Copyright Business Recorder, 2021",['Construction of the new campus of Sir Syed University will commence with the construction of the mosque at 200 acres Land of Sir Syed University at Education City'],1
